Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
24-01-2023,Sandals,Adidas,7,21,4005.23,15%,12616.47,2415.99,84109.83,12%,10093.18,10093.18,Dealer_2,78,Delhi
24-01-2023,Flats,Nike,7,31,7298.91,15%,33939.93,6703.1,226266.21,12%,27151.95,27151.95,Dealer_2,200,Delhi
24-01-2023,Sandals,Nike,7,32,3628.79,15%,17418.19,3352.77,116121.28,12%,13934.55,13934.55,Dealer_7,157,Mumbai
24-01-2023,Flats,Nike,10,22,8714.95,15%,28759.34,5736.52,191728.9,12%,23007.47,23007.47,Dealer_7,142,Mumbai
24-01-2023,Flats,Paragon,7,31,1759.6,40%,21819.04,15186.68,54547.6,12%,6545.71,6545.71,Dealer_6,61,Pune
24-01-2023,Flats,Paragon,9,40,1645.11,40%,26321.76,18515.91,65804.4,12%,7896.53,7896.53,Dealer_1,65,Delhi
24-01-2023,Sandals,Bata,8,39,2961.08,30%,34644.64,20827.37,115482.12,12%,13857.85,13857.85,Dealer_4,68,Haryana
24-01-2023,Sneakers,Bata,9,51,1262.73,30%,19319.77,11584.88,64399.23,12%,7727.91,7727.91,Dealer_2,199,Delhi
25-01-2023,Flats,Bata,8,28,3122.23,30%,26226.73,15656.29,87422.44,12%,10490.69,10490.69,Dealer_4,179,Haryana
25-01-2023,Flats,Bata,7,26,4411.17,30%,34407.13,20682.33,114690.42,12%,13762.85,13762.85,Dealer_6,191,Pune
25-01-2023,Flats,Adidas,8,32,9104.73,15%,43702.7,8809.61,291351.36,12%,34962.16,34962.16,Dealer_5,136,Haryana
25-01-2023,Heels,Bata,8,39,3918.45,30%,45845.86,27521.79,152819.55,12%,18338.35,18338.35,Dealer_3,159,Mumbai
25-01-2023,Sandals,Paragon,8,40,2883.98,40%,46143.68,32460.95,115359.2,12%,13843.1,13843.1,Dealer_6,171,Pune
25-01-2023,Sneakers,Nike,6,48,8182.52,15%,58914.14,11828.79,392760.96,12%,47131.32,47131.32,Dealer_7,145,Mumbai
25-01-2023,Flats,Adidas,9,42,6691.72,15%,42157.84,8522.93,281052.24,12%,33726.27,33726.27,Dealer_6,193,Pune
25-01-2023,Sandals,Paragon,7,41,1384.0,40%,22697.6,15901.68,56744.0,12%,6809.28,6809.28,Dealer_6,158,Pune
26-01-2023,Sandals,Paragon,8,42,759.0,40%,12751.2,8993.41,31878.0,12%,3825.36,3825.36,Dealer_6,104,Pune
26-01-2023,Sneakers,Paragon,9,46,2618.19,40%,48174.7,33642.61,120436.74,12%,14452.41,14452.41,Dealer_3,192,Mumbai
26-01-2023,Sandals,Nike,11,25,9889.2,15%,37084.5,7371.06,247230.0,12%,29667.6,29667.6,Dealer_5,193,Haryana
26-01-2023,Flats,Paragon,9,45,565.63,40%,10181.34,7161.87,25453.35,12%,3054.4,3054.4,Dealer_6,118,Pune
27-01-2023,Sneakers,Sketchers,10,23,5646.92,25%,32469.79,16918.5,129879.16,12%,15585.5,15585.5,Dealer_3,51,Mumbai
27-01-2023,Sneakers,Adidas,9,34,2556.68,15%,13039.07,2658.57,86927.12,12%,10431.25,10431.25,Dealer_7,57,Mumbai
27-01-2023,Sneakers,Paragon,9,37,1440.49,40%,21319.25,15033.52,53298.13,12%,6395.78,6395.78,Dealer_4,137,Haryana
27-01-2023,Sneakers,Bata,8,31,4107.34,30%,38198.26,22776.46,127327.54,12%,15279.3,15279.3,Dealer_6,71,Pune
27-01-2023,Sneakers,Adidas,7,46,2398.1,15%,16546.89,3211.93,110312.6,12%,13237.51,13237.51,Dealer_1,119,Delhi
27-01-2023,Sandals,Paragon,8,22,2017.69,40%,17755.67,12451.93,44389.18,12%,5326.7,5326.7,Dealer_5,119,Haryana
27-01-2023,Boots,Metro,9,43,2380.69,30%,30710.9,18354.1,102369.67,12%,12284.36,12284.36,Dealer_2,122,Delhi
27-01-2023,Flats,Paragon,9,25,1817.34,40%,18173.4,13059.16,45433.5,12%,5452.02,5452.02,Dealer_3,61,Mumbai
28-01-2023,Sandals,Paragon,6,38,1011.06,40%,15368.11,10809.25,38420.28,12%,4610.43,4610.43,Dealer_2,85,Delhi
28-01-2023,Flats,Sketchers,8,59,2039.93,25%,30088.97,15638.43,120355.87,12%,14442.7,14442.7,Dealer_4,160,Haryana
28-01-2023,Sneakers,Adidas,8,48,7629.37,15%,54931.46,10934.75,366209.76,12%,43945.17,43945.17,Dealer_6,193,Pune
28-01-2023,Heels,Paragon,8,40,1492.68,40%,23882.88,16670.0,59707.2,12%,7164.86,7164.86,Dealer_7,60,Mumbai
28-01-2023,Sandals,Nike,8,32,13345.32,15%,64057.54,12814.52,427050.24,12%,51246.03,51246.03,Dealer_6,79,Pune
28-01-2023,Flats,Bata,10,56,2670.78,30%,44869.1,26932.66,149563.68,12%,17947.64,17947.64,Dealer_2,153,Delhi
28-01-2023,Sneakers,Bata,7,41,2840.39,30%,34936.8,20916.41,116455.99,12%,13974.72,13974.72,Dealer_7,142,Mumbai
28-01-2023,Sneakers,Bata,7,50,2742.71,30%,41140.65,24657.07,137135.5,12%,16456.26,16456.26,Dealer_3,184,Mumbai
28-01-2023,Sneakers,Bata,8,49,1886.29,30%,27728.46,16771.51,92428.21,12%,11091.39,11091.39,Dealer_7,93,Mumbai
28-01-2023,Sneakers,Woodland,10,43,5183.63,20%,44579.22,17970.14,222896.09,12%,26747.53,26747.53,Dealer_2,139,Delhi
29-01-2023,Flats,Paragon,7,61,757.01,40%,18471.04,12954.93,46177.61,12%,5541.31,5541.31,Dealer_2,100,Delhi
29-01-2023,Sneakers,Paragon,7,54,942.87,40%,20365.99,14122.07,50914.98,12%,6109.8,6109.8,Dealer_7,176,Mumbai
29-01-2023,Sandals,Metro,9,40,2795.62,30%,33547.44,20182.31,111824.8,12%,13418.98,13418.98,Dealer_6,132,Pune
29-01-2023,Heels,Paragon,8,54,1599.41,40%,34547.26,24338.51,86368.14,12%,10364.18,10364.18,Dealer_4,163,Haryana
29-01-2023,Flats,Reebok,8,43,2337.03,20%,20098.46,8176.36,100492.29,12%,12059.07,12059.07,Dealer_6,68,Pune
29-01-2023,Sandals,Bata,8,54,1227.56,30%,19886.47,12005.33,66288.24,12%,7954.59,7954.59,Dealer_3,69,Mumbai
29-01-2023,Flats,Nike,9,45,9084.81,15%,61322.47,12406.74,408816.45,12%,49057.97,49057.97,Dealer_4,198,Haryana
29-01-2023,Flats,Paragon,6,39,2772.62,40%,43252.87,30282.35,108132.18,12%,12975.86,12975.86,Dealer_6,98,Pune
29-01-2023,Sandals,Paragon,9,61,877.15,40%,21402.46,15044.53,53506.15,12%,6420.74,6420.74,Dealer_1,165,Delhi
29-01-2023,Sneakers,Bata,10,52,3018.2,30%,47083.92,28182.27,156946.4,12%,18833.57,18833.57,Dealer_2,60,Delhi
29-01-2023,Boots,Paragon,8,41,1810.17,40%,29686.79,20809.98,74216.97,12%,8906.04,8906.04,Dealer_6,90,Pune
29-01-2023,Sandals,Bata,8,44,2635.08,30%,34783.06,21002.79,115943.52,12%,13913.22,13913.22,Dealer_3,63,Mumbai
29-01-2023,Flats,Paragon,10,52,664.78,40%,13827.42,9620.25,34568.56,12%,4148.23,4148.23,Dealer_2,192,Delhi
30-01-2023,Sandals,Sketchers,10,25,5429.76,25%,33936.0,17560.58,135744.0,12%,16289.28,16289.28,Dealer_3,70,Mumbai
30-01-2023,Flats,Paragon,7,38,1275.58,40%,19388.82,13581.92,48472.04,12%,5816.64,5816.64,Dealer_6,9,Pune
30-01-2023,Sneakers,Paragon,10,39,1273.95,40%,19873.62,13888.87,49684.05,12%,5962.09,5962.09,Dealer_3,134,Mumbai
30-01-2023,Heels,Adidas,10,28,2747.62,15%,11540.0,2372.92,76933.36,12%,9232.0,9232.0,Dealer_6,158,Pune
30-01-2023,Flats,Bata,6,34,2235.46,30%,22801.69,13635.69,76005.64,12%,9120.68,9120.68,Dealer_2,137,Delhi
30-01-2023,Flats,Liberty,7,42,2999.94,40%,50398.99,35451.14,125997.48,12%,15119.7,15119.7,Dealer_2,69,Delhi
30-01-2023,Sandals,Nike,9,32,13021.44,15%,62502.91,12371.61,416686.08,12%,50002.33,50002.33,Dealer_6,59,Pune
31-01-2023,Sandals,Metro,9,26,3388.99,30%,26434.12,15985.85,88113.74,12%,10573.65,10573.65,Dealer_2,91,Delhi
31-01-2023,Sneakers,Paragon,11,29,2522.61,40%,29262.28,20407.11,73155.69,12%,8778.68,8778.68,Dealer_2,162,Delhi
31-01-2023,Sneakers,Bata,8,41,4878.35,30%,60003.7,35822.62,200012.35,12%,24001.48,24001.48,Dealer_6,122,Pune
31-01-2023,Flats,Paragon,8,33,1835.03,40%,24222.4,16979.46,60555.99,12%,7266.72,7266.72,Dealer_3,170,Mumbai
31-01-2023,Heels,Adidas,8,30,9875.52,15%,44439.84,8862.51,296265.6,12%,35551.87,35551.87,Dealer_4,122,Haryana
31-01-2023,Flats,Bata,9,43,2674.64,30%,34502.86,20590.75,115009.52,12%,13801.14,13801.14,Dealer_2,101,Delhi
31-01-2023,Flats,Paragon,7,27,630.45,40%,6808.86,4598.06,17022.15,12%,2042.66,2042.66,Dealer_4,145,Haryana
31-01-2023,Flats,Nike,10,21,13213.99,15%,41624.07,8323.98,277493.79,12%,33299.25,33299.25,Dealer_3,71,Mumbai
31-01-2023,Flats,Adidas,8,8,9242.45,15%,11090.94,2315.77,73939.6,12%,8872.75,8872.75,Dealer_2,161,Delhi
01-02-2023,Boots,Bata,8,33,2659.59,30%,26329.94,15856.46,87766.47,12%,10531.98,10531.98,Dealer_3,178,Mumbai
01-02-2023,Sandals,Puma,8,35,3562.02,20%,24934.14,9979.33,124670.7,12%,14960.48,14960.48,Dealer_1,131,Delhi
01-02-2023,Sneakers,Paragon,10,23,2478.45,40%,22801.74,16009.1,57004.35,12%,6840.52,6840.52,Dealer_2,9,Delhi
01-02-2023,Sandals,Liberty,10,51,2397.1,40%,48900.84,34227.87,122252.1,12%,14670.25,14670.25,Dealer_4,164,Haryana
02-02-2023,Sneakers,Nike,6,11,5587.86,15%,9219.97,1701.02,61466.46,12%,7375.98,7375.98,Dealer_2,5,Delhi
02-02-2023,Flats,Paragon,9,39,777.97,40%,12136.33,8353.34,30340.83,12%,3640.9,3640.9,Dealer_3,110,Mumbai
02-02-2023,Sandals,Nike,6,27,8037.91,15%,32553.54,6490.39,217023.57,12%,26042.83,26042.83,Dealer_6,167,Pune
02-02-2023,Sneakers,Nike,9,47,9432.65,15%,66500.18,13283.97,443334.55,12%,53200.15,53200.15,Dealer_6,181,Pune
02-02-2023,Flats,Puma,10,28,3102.0,20%,17371.2,7033.58,86856.0,12%,10422.72,10422.72,Dealer_1,140,Delhi
02-02-2023,Boots,Paragon,8,49,2160.93,40%,42354.23,29723.69,105885.57,12%,12706.27,12706.27,Dealer_1,184,Delhi
02-02-2023,Sandals,Nike,9,38,9087.93,15%,51801.2,10420.75,345341.34,12%,41440.96,41440.96,Dealer_6,191,Pune
02-02-2023,Sneakers,Bata,9,33,3542.68,30%,35072.53,21015.49,116908.44,12%,14029.01,14029.01,Dealer_3,114,Mumbai
03-02-2023,Sneakers,Bata,6,31,1964.5,30%,18269.85,10823.84,60899.5,12%,7307.94,7307.94,Dealer_6,76,Pune
03-02-2023,Flats,Paragon,10,44,833.52,40%,14669.95,10310.17,36674.88,12%,4400.99,4400.99,Dealer_3,189,Mumbai
03-02-2023,Sandals,Paragon,7,27,2952.05,40%,31882.14,22370.01,79705.35,12%,9564.64,9564.64,Dealer_4,96,Haryana
03-02-2023,Flats,Adidas,6,27,2295.87,15%,9298.27,1620.8,61988.49,12%,7438.62,7438.62,Dealer_2,61,Delhi
03-02-2023,Flats,Adidas,6,21,9466.97,15%,29820.96,5880.76,198806.37,12%,23856.76,23856.76,Dealer_6,151,Pune
03-02-2023,Heels,Paragon,9,43,591.55,40%,10174.66,7053.16,25436.65,12%,3052.4,3052.4,Dealer_6,98,Pune
03-02-2023,Sandals,Bata,11,36,4463.19,30%,48202.45,28933.31,160674.84,12%,19280.98,19280.98,Dealer_3,119,Mumbai
03-02-2023,Sneakers,Bata,8,47,3973.23,30%,56022.54,33533.19,186741.81,12%,22409.02,22409.02,Dealer_3,136,Mumbai
03-02-2023,Sneakers,Liberty,10,30,1418.37,40%,17020.44,11910.49,42551.1,12%,5106.13,5106.13,Dealer_6,118,Pune
03-02-2023,Flats,Nike,10,49,3947.12,15%,29011.33,5781.21,193408.88,12%,23209.07,23209.07,Dealer_6,96,Pune
04-02-2023,Sandals,Bata,7,36,2311.68,30%,24966.14,14963.77,83220.48,12%,9986.46,9986.46,Dealer_3,128,Mumbai
04-02-2023,Sandals,Paragon,10,54,916.61,40%,19798.78,13787.5,49496.94,12%,5939.63,5939.63,Dealer_4,139,Haryana
04-02-2023,Sandals,Nike,10,48,10378.22,15%,74723.18,14880.74,498154.56,12%,59778.55,59778.55,Dealer_5,120,Haryana
04-02-2023,Flats,Nike,6,39,7874.52,15%,46065.94,9105.16,307106.28,12%,36852.75,36852.75,Dealer_6,90,Pune
04-02-2023,Sneakers,Adidas,9,52,2278.39,15%,17771.44,3592.3,118476.28,12%,14217.15,14217.15,Dealer_1,110,Delhi
04-02-2023,Flats,Paragon,8,49,1457.14,40%,28559.94,20049.07,71399.86,12%,8567.98,8567.98,Dealer_6,58,Pune
04-02-2023,Flats,Adidas,10,44,9590.59,15%,63297.89,12582.52,421985.96,12%,50638.32,50638.32,Dealer_3,163,Mumbai
04-02-2023,Flats,Nike,9,46,9353.52,15%,64539.29,13059.92,430261.92,12%,51631.43,51631.43,Dealer_3,130,Mumbai
04-02-2023,Flats,Sketchers,7,58,1616.61,25%,23440.84,12157.78,93763.38,12%,11251.61,11251.61,Dealer_2,177,Delhi
04-02-2023,Flats,Bata,9,53,2047.11,30%,32549.05,19682.45,108496.83,12%,13019.62,13019.62,Dealer_2,9,Delhi
04-02-2023,Boots,Paragon,8,46,1000.45,40%,18408.28,12821.58,46020.7,12%,5522.48,5522.48,Dealer_2,68,Delhi
04-02-2023,Sandals,Adidas,10,51,9978.1,15%,76332.46,15063.84,508883.1,12%,61065.97,61065.97,Dealer_6,131,Pune
05-02-2023,Sandals,Paragon,6,45,1855.43,40%,33397.74,23418.64,83494.35,12%,10019.32,10019.32,Dealer_3,90,Mumbai
05-02-2023,Flats,Paragon,10,62,935.23,40%,23193.7,16260.45,57984.26,12%,6958.11,6958.11,Dealer_3,180,Mumbai
05-02-2023,Boots,Nike,7,46,5840.83,15%,40301.73,8063.78,268678.18,12%,32241.38,32241.38,Dealer_4,56,Haryana
05-02-2023,Sandals,Paragon,9,50,1668.51,40%,33370.2,23294.92,83425.5,12%,10011.06,10011.06,Dealer_6,83,Pune
05-02-2023,Flats,Nike,6,38,7777.92,15%,44334.14,8863.37,295560.96,12%,35467.32,35467.32,Dealer_7,172,Mumbai
05-02-2023,Flats,Bata,11,50,4293.36,30%,64400.4,38589.11,214668.0,12%,25760.16,25760.16,Dealer_1,82,Delhi
05-02-2023,Sandals,Paragon,6,50,1664.58,40%,33291.6,23273.89,83229.0,12%,9987.48,9987.48,Dealer_6,138,Pune
05-02-2023,Sneakers,Metro,9,53,3351.14,30%,53283.13,32054.04,177610.42,12%,21313.25,21313.25,Dealer_7,83,Mumbai
05-02-2023,Sandals,Woodland,6,41,5108.61,20%,41890.6,16774.66,209453.01,12%,25134.36,25134.36,Dealer_3,92,Mumbai
05-02-2023,Sneakers,Bata,10,61,2384.09,30%,43628.85,26238.3,145429.49,12%,17451.54,17451.54,Dealer_6,122,Pune
05-02-2023,Heels,Nike,8,40,10620.69,15%,63724.14,12721.64,424827.6,12%,50979.31,50979.31,Dealer_6,120,Pune
05-02-2023,Sneakers,Paragon,8,55,1833.7,40%,40341.4,28204.78,100853.5,12%,12102.42,12102.42,Dealer_6,93,Pune
05-02-2023,Flats,Paragon,7,48,2146.83,40%,41219.14,28738.05,103047.84,12%,12365.74,12365.74,Dealer_7,136,Mumbai
05-02-2023,Heels,Paragon,6,48,703.06,40%,13498.75,9412.12,33746.88,12%,4049.63,4049.63,Dealer_6,197,Pune
06-02-2023,Flats,Adidas,11,35,5332.69,15%,27996.62,5267.21,186644.15,12%,22397.3,22397.3,Dealer_6,57,Pune
06-02-2023,Sandals,Paragon,9,50,2104.77,40%,42095.4,29407.76,105238.5,12%,12628.62,12628.62,Dealer_3,173,Mumbai
06-02-2023,Boots,Paragon,8,41,1633.86,40%,26795.3,18748.53,66988.26,12%,8038.59,8038.59,Dealer_7,65,Mumbai
06-02-2023,Sneakers,Bata,8,44,2857.77,30%,37722.56,22689.91,125741.88,12%,15089.03,15089.03,Dealer_3,86,Mumbai
06-02-2023,Sandals,Paragon,8,38,2938.44,40%,44664.29,31238.13,111660.72,12%,13399.29,13399.29,Dealer_2,144,Delhi
06-02-2023,Flats,Paragon,7,39,1104.34,40%,17227.7,12094.16,43069.26,12%,5168.31,5168.31,Dealer_2,118,Delhi
07-02-2023,Boots,Adidas,7,31,4321.7,15%,20095.9,3801.2,133972.7,12%,16076.72,16076.72,Dealer_3,157,Mumbai
07-02-2023,Boots,Adidas,8,33,7769.03,15%,38456.7,7685.66,256377.99,12%,30765.36,30765.36,Dealer_2,90,Delhi
07-02-2023,Sandals,Woodland,8,28,7274.45,20%,40736.92,16126.82,203684.6,12%,24442.15,24442.15,Dealer_4,55,Haryana
07-02-2023,Sneakers,Bata,9,43,4866.75,30%,62781.08,37547.81,209270.25,12%,25112.43,25112.43,Dealer_2,199,Delhi
07-02-2023,Sandals,Nike,6,29,8938.73,15%,38883.48,7757.98,259223.17,12%,31106.78,31106.78,Dealer_6,170,Pune
07-02-2023,Sandals,Paragon,6,26,1577.32,40%,16404.13,11610.52,41010.32,12%,4921.24,4921.24,Dealer_2,143,Delhi
07-02-2023,Flats,Bata,8,50,2602.33,30%,39034.95,23458.09,130116.5,12%,15613.98,15613.98,Dealer_6,95,Pune
07-02-2023,Boots,Bata,9,38,1294.13,30%,14753.08,8853.67,49176.94,12%,5901.23,5901.23,Dealer_6,165,Pune
08-02-2023,Sandals,Paragon,10,32,797.03,40%,10201.98,7139.44,25504.96,12%,3060.6,3060.6,Dealer_2,150,Delhi
08-02-2023,Sandals,Bata,9,50,4019.86,30%,60297.9,36107.38,200993.0,12%,24119.16,24119.16,Dealer_2,180,Delhi
08-02-2023,Sandals,Woodland,6,36,2233.48,20%,16081.06,6378.02,80405.28,12%,9648.63,9648.63,Dealer_7,135,Mumbai
08-02-2023,Flats,Liberty,9,45,872.35,40%,15702.3,11034.35,39255.75,12%,4710.69,4710.69,Dealer_6,85,Pune
08-02-2023,Sandals,Paragon,8,43,1482.39,40%,25497.11,17709.44,63742.77,12%,7649.13,7649.13,Dealer_6,126,Pune
08-02-2023,Flats,Bata,9,44,3129.36,30%,41307.55,24843.84,137691.84,12%,16523.02,16523.02,Dealer_7,194,Mumbai
08-02-2023,Sandals,Liberty,6,26,1328.1,40%,13812.24,9629.72,34530.6,12%,4143.67,4143.67,Dealer_2,156,Delhi
08-02-2023,Flats,Reebok,10,38,2159.88,20%,16415.09,6648.59,82075.44,12%,9849.05,9849.05,Dealer_4,117,Haryana
09-02-2023,Flats,Puma,10,34,4709.38,20%,32023.78,12905.62,160118.92,12%,19214.27,19214.27,Dealer_2,184,Delhi
09-02-2023,Flats,Paragon,9,49,869.44,40%,17041.02,11761.41,42602.56,12%,5112.31,5112.31,Dealer_6,112,Pune
09-02-2023,Sneakers,Paragon,10,38,976.96,40%,14849.79,10336.7,37124.48,12%,4454.94,4454.94,Dealer_4,130,Haryana
09-02-2023,Sandals,Adidas,8,31,5283.02,15%,24566.04,4827.66,163773.62,12%,19652.83,19652.83,Dealer_7,170,Mumbai
09-02-2023,Heels,Paragon,10,34,2264.44,40%,30796.38,21376.2,76990.96,12%,9238.92,9238.92,Dealer_6,103,Pune
09-02-2023,Flats,Bata,10,38,3101.91,30%,35361.77,21113.81,117872.58,12%,14144.71,14144.71,Dealer_3,94,Mumbai
09-02-2023,Sandals,Paragon,8,34,1385.72,40%,18845.79,13436.18,47114.48,12%,5653.74,5653.74,Dealer_7,117,Mumbai
09-02-2023,Flats,Liberty,7,28,1197.52,40%,13412.22,9449.51,33530.56,12%,4023.67,4023.67,Dealer_3,107,Mumbai
10-02-2023,Flats,Reebok,10,36,6141.44,20%,44218.37,17879.08,221091.84,12%,26531.02,26531.02,Dealer_4,131,Haryana
10-02-2023,Sandals,Bata,9,47,2151.16,30%,30331.36,18281.72,101104.52,12%,12132.54,12132.54,Dealer_6,189,Pune
10-02-2023,Sandals,Bata,8,32,2161.81,30%,20753.38,12377.84,69177.92,12%,8301.35,8301.35,Dealer_3,70,Mumbai
10-02-2023,Sandals,Bata,10,32,3989.35,30%,38297.76,22940.48,127659.2,12%,15319.1,15319.1,Dealer_2,101,Delhi
10-02-2023,Heels,Paragon,8,37,2240.43,40%,33158.36,23269.7,82895.91,12%,9947.51,9947.51,Dealer_2,77,Delhi
10-02-2023,Flats,Paragon,9,36,1106.15,40%,15928.56,11193.74,39821.4,12%,4778.57,4778.57,Dealer_6,185,Pune
10-02-2023,Boots,Paragon,7,28,750.49,40%,8405.49,5826.11,21013.72,12%,2521.65,2521.65,Dealer_3,170,Mumbai
10-02-2023,Sneakers,Paragon,11,29,512.95,40%,5950.22,4014.15,14875.55,12%,1785.07,1785.07,Dealer_6,90,Pune
10-02-2023,Sandals,Paragon,9,40,2126.35,40%,34021.6,24143.9,85054.0,12%,10206.48,10206.48,Dealer_7,123,Mumbai
11-02-2023,Sandals,Paragon,6,50,2130.75,40%,42615.0,29816.39,106537.5,12%,12784.5,12784.5,Dealer_2,186,Delhi
11-02-2023,Flats,Paragon,6,52,1544.71,40%,32129.97,22458.4,80324.92,12%,9638.99,9638.99,Dealer_2,59,Delhi
11-02-2023,Heels,Bata,9,57,4746.43,30%,81163.95,48709.71,270546.51,12%,32465.58,32465.58,Dealer_3,59,Mumbai
11-02-2023,Sneakers,Reebok,9,55,2643.8,20%,29081.8,11608.45,145409.0,12%,17449.08,17449.08,Dealer_3,122,Mumbai
11-02-2023,Sandals,Paragon,9,60,1734.78,40%,41634.72,29156.58,104086.8,12%,12490.42,12490.42,Dealer_2,179,Delhi
11-02-2023,Sandals,Sketchers,7,43,2988.08,25%,32121.86,16832.06,128487.44,12%,15418.49,15418.49,Dealer_7,167,Mumbai
11-02-2023,Flats,Sketchers,10,53,1563.38,25%,20714.78,10759.23,82859.14,12%,9943.1,9943.1,Dealer_3,125,Mumbai
11-02-2023,Flats,Paragon,11,49,938.74,40%,18399.3,12763.24,45998.26,12%,5519.79,5519.79,Dealer_6,153,Pune
11-02-2023,Heels,Bata,9,57,1346.95,30%,23032.84,13803.54,76776.15,12%,9213.14,9213.14,Dealer_6,74,Pune
11-02-2023,Sneakers,Adidas,9,43,9486.6,15%,61188.57,12191.27,407923.8,12%,48950.86,48950.86,Dealer_1,116,Delhi
11-02-2023,Sandals,Puma,8,55,6747.19,20%,74219.09,29830.03,371095.45,12%,44531.45,44531.45,Dealer_3,199,Mumbai
12-02-2023,Flats,Nike,8,52,11313.22,15%,88243.12,17765.74,588287.44,12%,70594.49,70594.49,Dealer_1,80,Delhi
12-02-2023,Sandals,Reebok,7,44,6116.44,20%,53824.67,21540.62,269123.36,12%,32294.8,32294.8,Dealer_7,129,Mumbai
12-02-2023,Flats,Nike,10,49,7410.53,15%,54467.4,10765.61,363115.97,12%,43573.92,43573.92,Dealer_2,106,Delhi
12-02-2023,Sneakers,Liberty,7,54,2369.34,40%,51177.74,35701.83,127944.36,12%,15353.32,15353.32,Dealer_6,145,Pune
12-02-2023,Sandals,Paragon,9,53,2393.38,40%,50739.66,35519.27,126849.14,12%,15221.9,15221.9,Dealer_6,105,Pune
12-02-2023,Flats,Puma,10,53,6302.24,20%,66803.74,26755.13,334018.72,12%,40082.25,40082.25,Dealer_1,184,Delhi
12-02-2023,Sandals,Woodland,10,50,2468.62,20%,24686.2,9837.02,123431.0,12%,14811.72,14811.72,Dealer_6,78,Pune
12-02-2023,Sneakers,Paragon,9,56,1931.75,40%,43271.2,30241.82,108178.0,12%,12981.36,12981.36,Dealer_2,92,Delhi
12-02-2023,Sandals,Woodland,8,47,6081.77,20%,57168.64,22808.18,285843.19,12%,34301.18,34301.18,Dealer_7,199,Mumbai
12-02-2023,Sandals,Nike,9,44,12704.3,15%,83848.38,16767.34,558989.2,12%,67078.7,67078.7,Dealer_4,83,Haryana
12-02-2023,Flats,Bata,8,57,1230.95,30%,21049.25,12391.27,70164.15,12%,8419.7,8419.7,Dealer_4,128,Haryana
12-02-2023,Flats,Nike,8,51,12797.44,15%,97900.42,19469.95,652669.44,12%,78320.33,78320.33,Dealer_7,105,Mumbai
12-02-2023,Flats,Nike,6,49,7134.35,15%,52437.47,10424.79,349583.15,12%,41949.98,41949.98,Dealer_1,188,Delhi
12-02-2023,Sneakers,Nike,9,65,6445.09,15%,62839.63,12688.68,418930.85,12%,50271.7,50271.7,Dealer_2,84,Delhi
13-02-2023,Sandals,Bata,8,35,2502.58,30%,26277.09,15684.87,87590.3,12%,10510.84,10510.84,Dealer_6,188,Pune
13-02-2023,Sneakers,Paragon,8,39,946.18,40%,14760.41,10350.33,36901.02,12%,4428.12,4428.12,Dealer_6,5,Pune
13-02-2023,Flats,Adidas,10,29,8678.57,15%,37751.78,7573.01,251678.53,12%,30201.42,30201.42,Dealer_7,55,Mumbai
13-02-2023,Sandals,Bata,10,51,2696.51,30%,41256.6,24883.75,137522.01,12%,16502.64,16502.64,Dealer_3,108,Mumbai
13-02-2023,Boots,Bata,8,30,2102.6,30%,18923.4,11480.3,63078.0,12%,7569.36,7569.36,Dealer_7,78,Mumbai
13-02-2023,Sneakers,Paragon,8,31,2415.13,40%,29947.61,20957.58,74869.03,12%,8984.28,8984.28,Dealer_1,111,Delhi
13-02-2023,Boots,Nike,7,25,3402.92,15%,12760.95,2504.64,85073.0,12%,10208.76,10208.76,Dealer_6,62,Pune
14-02-2023,Flats,Nike,8,17,5812.07,15%,14820.78,2897.77,98805.19,12%,11856.62,11856.62,Dealer_2,64,Delhi
14-02-2023,Sneakers,Woodland,8,33,6894.72,20%,45505.15,18177.95,227525.76,12%,27303.09,27303.09,Dealer_7,197,Mumbai
14-02-2023,Sandals,Paragon,9,41,1092.26,40%,17913.06,12495.74,44782.66,12%,5373.92,5373.92,Dealer_2,183,Delhi
14-02-2023,Boots,Bata,8,38,1243.83,30%,14179.66,8563.16,47265.54,12%,5671.86,5671.86,Dealer_6,94,Pune
14-02-2023,Flats,Paragon,8,42,1739.05,40%,29216.04,20493.26,73040.1,12%,8764.81,8764.81,Dealer_3,147,Mumbai
14-02-2023,Flats,Woodland,8,49,4449.56,20%,43605.69,17501.46,218028.44,12%,26163.41,26163.41,Dealer_3,146,Mumbai
14-02-2023,Sneakers,Metro,9,48,1963.87,30%,28279.73,17093.77,94265.76,12%,11311.89,11311.89,Dealer_2,126,Delhi
15-02-2023,Flats,Bata,6,29,2650.71,30%,23061.18,14022.99,76870.59,12%,9224.47,9224.47,Dealer_5,192,Haryana
15-02-2023,Flats,Adidas,8,27,4039.97,15%,16361.88,3284.84,109079.19,12%,13089.5,13089.5,Dealer_3,70,Mumbai
15-02-2023,Sandals,Bata,6,28,3898.34,30%,32746.06,19757.58,109153.52,12%,13098.42,13098.42,Dealer_2,63,Delhi
15-02-2023,Sandals,Bata,10,26,3411.69,30%,26611.18,15931.54,88703.94,12%,10644.47,10644.47,Dealer_1,98,Delhi
